child_sku,parent_sku,nama_blend,season,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-SPR-119-200-FIN,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,200g,Fine,65000,200,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-200-XF,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,200g,Extra Fine,65500,200,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-500-WB,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,500g,Whole Bean,140000,500,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-500-CRS,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,500g,Coarse,142000,500,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-500-MED,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,500g,Medium,142500,500,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-500-FIN,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,500g,Fine,143000,500,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-500-XF,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,500g,Extra Fine,143500,500,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-1K-WB,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,1kg,Whole Bean,255000,1000,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-1K-CRS,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,1kg,Coarse,257000,1000,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-1K-MED,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,1kg,Medium,257500,1000,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-1K-FIN,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,1kg,Fine,258000,1000,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-119-1K-XF,S-SPR-119,Highland Spring Chapter,Spring,Seasonal Blend,1kg,Extra Fine,258500,1000,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bengkulu dan Java Ijen Raung dan..."
S-SPR-120-100-WB,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,100g,Whole Bean,35000,100,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-100-CRS,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,100g,Coarse,37000,100,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-100-MED,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,100g,Medium,37500,100,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-100-FIN,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,100g,Fine,38000,100,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-100-XF,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,100g,Extra Fine,38500,100,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-200-WB,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,200g,Whole Bean,62000,200,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-200-CRS,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,200g,Coarse,64000,200,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-200-MED,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,200g,Medium,64500,200,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-200-FIN,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,200g,Fine,65000,200,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-200-XF,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,200g,Extra Fine,65500,200,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-500-WB,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,500g,Whole Bean,140000,500,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-500-CRS,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,500g,Coarse,142000,500,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-500-MED,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,500g,Medium,142500,500,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-500-FIN,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,500g,Fine,143000,500,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-500-XF,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,500g,Extra Fine,143500,500,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-1K-WB,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,1kg,Whole Bean,255000,1000,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-1K-CRS,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,1kg,Coarse,257000,1000,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-1K-MED,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,1kg,Medium,257500,1000,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-1K-FIN,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,1kg,Fine,258000,1000,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-120-1K-XF,S-SPR-120,Sunrise Spring Select,Spring,Seasonal Blend,1kg,Extra Fine,258500,1000,"Profil rasa yang bersih dan elegan, blend floral ini memadukan biji-biji terbaik dari Toraja Sapan dan Java Temanggung d..."
S-SPR-121-100-WB,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,100g,Whole Bean,35000,100,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-100-CRS,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,100g,Coarse,37000,100,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-100-MED,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,100g,Medium,37500,100,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-100-FIN,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,100g,Fine,38000,100,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-100-XF,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,100g,Extra Fine,38500,100,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-200-WB,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,200g,Whole Bean,62000,200,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-200-CRS,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,200g,Coarse,64000,200,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-200-MED,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,200g,Medium,64500,200,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-200-FIN,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,200g,Fine,65000,200,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-200-XF,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,200g,Extra Fine,65500,200,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-500-WB,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,500g,Whole Bean,140000,500,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-500-CRS,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,500g,Coarse,142000,500,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-500-MED,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,500g,Medium,142500,500,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-500-FIN,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,500g,Fine,143000,500,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-500-XF,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,500g,Extra Fine,143500,500,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-1K-WB,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,1kg,Whole Bean,255000,1000,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-1K-CRS,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,1kg,Coarse,257000,1000,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-1K-MED,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,1kg,Medium,257500,1000,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-1K-FIN,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,1kg,Fine,258000,1000,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-121-1K-XF,S-SPR-121,Celestial Spring Fusion,Spring,Seasonal Blend,1kg,Extra Fine,258500,1000,"Karakter floral yang memanjakan indra, blend fresh ini memadukan biji-biji terbaik dari Bali Kintamani dan Dampit Malang..."
S-SPR-122-100-WB,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,100g,Whole Bean,35000,100,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-100-CRS,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,100g,Coarse,37000,100,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-100-MED,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,100g,Medium,37500,100,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-100-FIN,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,100g,Fine,38000,100,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-100-XF,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,100g,Extra Fine,38500,100,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-200-WB,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,200g,Whole Bean,62000,200,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-200-CRS,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,200g,Coarse,64000,200,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-200-MED,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,200g,Medium,64500,200,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-200-FIN,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,200g,Fine,65000,200,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-200-XF,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,200g,Extra Fine,65500,200,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-500-WB,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,500g,Whole Bean,140000,500,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-500-CRS,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,500g,Coarse,142000,500,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-500-MED,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,500g,Medium,142500,500,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-500-FIN,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,500g,Fine,143000,500,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-500-XF,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,500g,Extra Fine,143500,500,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-1K-WB,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,1kg,Whole Bean,255000,1000,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-1K-CRS,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,1kg,Coarse,257000,1000,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-1K-MED,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,1kg,Medium,257500,1000,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-1K-FIN,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,1kg,Fine,258000,1000,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-122-1K-XF,S-SPR-122,Twilight Spring Select,Spring,Seasonal Blend,1kg,Extra Fine,258500,1000,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Papua Wamena dan Java Sindoro dan Papua D..."
S-SPR-123-100-WB,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,100g,Whole Bean,35000,100,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-100-CRS,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,100g,Coarse,37000,100,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-100-MED,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,100g,Medium,37500,100,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-100-FIN,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,100g,Fine,38000,100,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-100-XF,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,100g,Extra Fine,38500,100,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-200-WB,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,200g,Whole Bean,62000,200,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-200-CRS,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,200g,Coarse,64000,200,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-200-MED,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,200g,Medium,64500,200,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-200-FIN,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,200g,Fine,65000,200,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-200-XF,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,200g,Extra Fine,65500,200,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-500-WB,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,500g,Whole Bean,140000,500,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-500-CRS,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,500g,Coarse,142000,500,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-500-MED,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,500g,Medium,142500,500,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-500-FIN,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,500g,Fine,143000,500,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-500-XF,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,500g,Extra Fine,143500,500,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-1K-WB,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,1kg,Whole Bean,255000,1000,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-1K-CRS,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,1kg,Coarse,257000,1000,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-1K-MED,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,1kg,Medium,257500,1000,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-1K-FIN,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,1kg,Fine,258000,1000,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-123-1K-XF,S-SPR-123,Whisper Spring Crest,Spring,Seasonal Blend,1kg,Extra Fine,258500,1000,"Halus seperti angin semi, blend fresh ini memadukan biji-biji terbaik dari Java Garut dan Lampung Robusta Premium dan Ja..."
S-SPR-124-100-WB,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,100g,Whole Bean,35000,100,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-100-CRS,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,100g,Coarse,37000,100,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-100-MED,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,100g,Medium,37500,100,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-100-FIN,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,100g,Fine,38000,100,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-100-XF,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,100g,Extra Fine,38500,100,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-200-WB,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,200g,Whole Bean,62000,200,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-200-CRS,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,200g,Coarse,64000,200,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-200-MED,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,200g,Medium,64500,200,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-200-FIN,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,200g,Fine,65000,200,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-200-XF,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,200g,Extra Fine,65500,200,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-500-WB,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,500g,Whole Bean,140000,500,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-500-CRS,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,500g,Coarse,142000,500,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-500-MED,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,500g,Medium,142500,500,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-500-FIN,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,500g,Fine,143000,500,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-500-XF,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,500g,Extra Fine,143500,500,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-1K-WB,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,1kg,Whole Bean,255000,1000,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-1K-CRS,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,1kg,Coarse,257000,1000,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-1K-MED,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,1kg,Medium,257500,1000,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-1K-FIN,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,1kg,Fine,258000,1000,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-124-1K-XF,S-SPR-124,Midnight Spring Signature,Spring,Seasonal Blend,1kg,Extra Fine,258500,1000,"Aroma bunga yang menyegarkan, blend clean ini memadukan biji-biji terbaik dari Wanoja Kamojang dan Java Temanggung dan A..."
S-SPR-125-100-WB,S-SPR-125,Midnight Spring Journey,Spring,Seasonal Blend,100g,Whole Bean,35000,100,"Aroma bunga yang menyegarkan, blend light ini memadukan biji-biji terbaik dari Lampung Robusta Premium dan Gunung Halu d..."
S-SPR-125-100-CRS,S-SPR-125,Midnight Spring Journey,Spring,Seasonal Blend,100g,Coarse,37000,100,"Aroma bunga yang menyegarkan, blend light ini memadukan biji-biji terbaik dari Lampung Robusta Premium dan Gunung Halu d..."
S-SPR-125-100-MED,S-SPR-125,Midnight Spring Journey,Spring,Seasonal Blend,100g,Medium,37500,100,"Aroma bunga yang menyegarkan, blend light ini memadukan biji-biji terbaik dari Lampung Robusta Premium dan Gunung Halu d..."
