child_sku,parent_sku,nama_blend,season,season_universe,kategori,ukuran,grind_size,harga_idr,berat_bersih_g,deskripsi_singkat
S-SPR-139-1K-FIN,S-SPR-139,Still Blossom,Spring,The First Ascent,Seasonal Blend,1kg,Fine,258000,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Ijen Raung serta Sembalun Rinja..."
S-SPR-139-1K-XF,S-SPR-139,Still Blossom,Spring,The First Ascent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Ijen Raung serta Sembalun Rinja..."
S-SPR-140-100-WB,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,100g,Whole Bean,35000,100,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-100-CRS,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,100g,Coarse,37000,100,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-100-MED,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,100g,Medium,37500,100,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-100-FIN,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,100g,Fine,38000,100,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-100-XF,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,100g,Extra Fine,38500,100,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-200-WB,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,200g,Whole Bean,62000,200,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-200-CRS,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,200g,Coarse,64000,200,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-200-MED,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,200g,Medium,64500,200,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-200-FIN,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,200g,Fine,65000,200,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-200-XF,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,200g,Extra Fine,65500,200,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-500-WB,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,500g,Whole Bean,140000,500,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-500-CRS,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,500g,Coarse,142000,500,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-500-MED,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,500g,Medium,142500,500,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-500-FIN,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,500g,Fine,143000,500,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-500-XF,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,500g,Extra Fine,143500,500,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-1K-WB,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-1K-CRS,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,1kg,Coarse,257000,1000,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-1K-MED,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,1kg,Medium,257500,1000,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-1K-FIN,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,1kg,Fine,258000,1000,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-140-1K-XF,S-SPR-140,Still Snowmelt,Spring,The First Ascent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Ketika langkah pertama meninggalkan bekas di tanah yang bersih, blend ini mempertemukan biji-biji dari Sembalun Rinjani serta Java..."
S-SPR-141-100-WB,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,100g,Whole Bean,35000,100,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-100-CRS,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,100g,Coarse,37000,100,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-100-MED,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,100g,Medium,37500,100,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-100-FIN,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,100g,Fine,38000,100,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-100-XF,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,100g,Extra Fine,38500,100,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-200-WB,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,200g,Whole Bean,62000,200,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-200-CRS,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,200g,Coarse,64000,200,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-200-MED,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,200g,Medium,64500,200,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-200-FIN,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,200g,Fine,65000,200,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-200-XF,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,200g,Extra Fine,65500,200,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-500-WB,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,500g,Whole Bean,140000,500,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-500-CRS,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,500g,Coarse,142000,500,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-500-MED,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,500g,Medium,142500,500,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-500-FIN,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,500g,Fine,143000,500,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-500-XF,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,500g,Extra Fine,143500,500,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-1K-WB,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-1K-CRS,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,1kg,Coarse,257000,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-1K-MED,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,1kg,Medium,257500,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-1K-FIN,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,1kg,Fine,258000,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-141-1K-XF,S-SPR-141,Thin Cumulus,Spring,The First Ascent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Mandheling serta Bengkulu serta Bali..."
S-SPR-142-100-WB,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,100g,Whole Bean,35000,100,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-100-CRS,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,100g,Coarse,37000,100,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-100-MED,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,100g,Medium,37500,100,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-100-FIN,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,100g,Fine,38000,100,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-100-XF,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,100g,Extra Fine,38500,100,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-200-WB,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,200g,Whole Bean,62000,200,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-200-CRS,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,200g,Coarse,64000,200,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-200-MED,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,200g,Medium,64500,200,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-200-FIN,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,200g,Fine,65000,200,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-200-XF,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,200g,Extra Fine,65500,200,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-500-WB,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,500g,Whole Bean,140000,500,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-500-CRS,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,500g,Coarse,142000,500,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-500-MED,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,500g,Medium,142500,500,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-500-FIN,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,500g,Fine,143000,500,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-500-XF,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,500g,Extra Fine,143500,500,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-1K-WB,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-1K-CRS,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,1kg,Coarse,257000,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-1K-MED,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,1kg,Medium,257500,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-1K-FIN,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,1kg,Fine,258000,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-142-1K-XF,S-SPR-142,Young Pollen,Spring,The First Ascent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Seperti embun yang jatuh pada daun pertama musim baru, blend ini mempertemukan biji-biji dari Java Sindoro serta Lintong Onan sert..."
S-SPR-143-100-WB,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,100g,Whole Bean,35000,100,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-100-CRS,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,100g,Coarse,37000,100,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-100-MED,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,100g,Medium,37500,100,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-100-FIN,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,100g,Fine,38000,100,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-100-XF,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,100g,Extra Fine,38500,100,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-200-WB,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,200g,Whole Bean,62000,200,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-200-CRS,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,200g,Coarse,64000,200,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-200-MED,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,200g,Medium,64500,200,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-200-FIN,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,200g,Fine,65000,200,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-200-XF,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,200g,Extra Fine,65500,200,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-500-WB,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,500g,Whole Bean,140000,500,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-500-CRS,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,500g,Coarse,142000,500,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-500-MED,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,500g,Medium,142500,500,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-500-FIN,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,500g,Fine,143000,500,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-500-XF,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,500g,Extra Fine,143500,500,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-1K-WB,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-1K-CRS,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,1kg,Coarse,257000,1000,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-1K-MED,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,1kg,Medium,257500,1000,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-1K-FIN,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,1kg,Fine,258000,1000,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-143-1K-XF,S-SPR-143,Thin Wellspring,Spring,The First Ascent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Saat kabut pagi pertama mulai mengangkat tirainya, blend ini mempertemukan biji-biji dari Flores Manggarai serta Gunung Halu serta..."
S-SPR-144-100-WB,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,100g,Whole Bean,35000,100,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-100-CRS,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,100g,Coarse,37000,100,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-100-MED,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,100g,Medium,37500,100,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-100-FIN,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,100g,Fine,38000,100,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-100-XF,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,100g,Extra Fine,38500,100,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-200-WB,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,200g,Whole Bean,62000,200,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-200-CRS,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,200g,Coarse,64000,200,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-200-MED,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,200g,Medium,64500,200,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-200-FIN,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,200g,Fine,65000,200,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-200-XF,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,200g,Extra Fine,65500,200,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-500-WB,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,500g,Whole Bean,140000,500,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-500-CRS,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,500g,Coarse,142000,500,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-500-MED,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,500g,Medium,142500,500,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-500-FIN,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,500g,Fine,143000,500,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-500-XF,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,500g,Extra Fine,143500,500,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-1K-WB,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,1kg,Whole Bean,255000,1000,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-1K-CRS,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,1kg,Coarse,257000,1000,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-1K-MED,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,1kg,Medium,257500,1000,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-1K-FIN,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,1kg,Fine,258000,1000,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-144-1K-XF,S-SPR-144,Wispy Cloud,Spring,The First Ascent,Seasonal Blend,1kg,Extra Fine,258500,1000,"Dari mata air yang baru saja membuka jejaknya di lereng, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Wanoja Kamoj..."
S-SPR-145-100-WB,S-SPR-145,Tender Lichen,Spring,The First Ascent,Seasonal Blend,100g,Whole Bean,35000,100,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Aceh Gayo serta Solok Radjo sert..."
S-SPR-145-100-CRS,S-SPR-145,Tender Lichen,Spring,The First Ascent,Seasonal Blend,100g,Coarse,37000,100,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Aceh Gayo serta Solok Radjo sert..."
S-SPR-145-100-MED,S-SPR-145,Tender Lichen,Spring,The First Ascent,Seasonal Blend,100g,Medium,37500,100,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Aceh Gayo serta Solok Radjo sert..."
S-SPR-145-100-FIN,S-SPR-145,Tender Lichen,Spring,The First Ascent,Seasonal Blend,100g,Fine,38000,100,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Aceh Gayo serta Solok Radjo sert..."
S-SPR-145-100-XF,S-SPR-145,Tender Lichen,Spring,The First Ascent,Seasonal Blend,100g,Extra Fine,38500,100,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Aceh Gayo serta Solok Radjo sert..."
S-SPR-145-200-WB,S-SPR-145,Tender Lichen,Spring,The First Ascent,Seasonal Blend,200g,Whole Bean,62000,200,"Di mana benih harapan tumbuh dari tanah yang baru mencair, blend ini mempertemukan biji-biji dari Aceh Gayo serta Solok Radjo sert..."
